LOC,ITEM,DEPT,DEPT_NAME,CLASS,CLASS_NAME,SUBCLASS,SUB_NAME,ITEM_DESC,AV_COST,SELLING_UNIT_RETAIL,CURRENCY_CODE,UDA_VALUE,ITEM_LOC_STATUS,SIZE,BARCODE
001,020415584411,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49PMENNO21:2021 HOLIDAY MEN POUCH,0,.01,QAR,204,A,,3253581860045
001,020415584413,9813,FRAGRANCES,1988,OCC:L'OCCITANE,4538,EAU DE TOILETTE,49EP005H20:HERBAE L'EAU EDT 5ML,15.6001,39,QAR,204,A,,3253581687345
001,020415584512,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49CHCHB21:2021 HOLIDAY CHERRY ORNAMENT,0,.01,QAR,204,A,,3253581859872
001,020415584514,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49ETVER21:2021 HOLIDAY VERBENA ORNAMENT,0,.01,QAR,204,A,,3253581859858
001,020415584515,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49NYBOXNO21:2021 HOLIDAY NEW YEAR BOX,0,.01,QAR,204,A,,3253581859612
001,020415584516,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49PADNO21:2021 HOLIDAY COTTON PAD,7.6,20,QAR,204,A,,3253581860243
001,020415584517,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52HKNO21:2021 HOLIDAY HUGS & KISSES,0,.01,QAR,204,A,,3253581860304
001,020415584518,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52LASANO21:2021 HOLIDAY LARGE SACHET,0,.01,QAR,204,A,,3253581859360
001,020415584519,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52SMSANO21:2021 HOLIDAY SMALL SACHET,0,.01,QAR,204,A,,3253581859384
001,020415585711,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,01PR100R21:LITTLE REMEDY 100GR,75.6,199,QAR,204,A,,3253581762110
001,020415585715,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,98BBSA050LT2:SHEA MILK SOAP 50GR RSPO MB,1.4481,15,QAR,204,A,,3253581717752
001,020415585717,9834,PLV,1988,OCC:L'OCCITANE,4524,DISPLAY MATERIALS,52BEDRUS1:SPA BED RUNNER,0,0,QAR,204,A,,3253581754399
001,020415585719,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49DISC1NO21:2021 HOLIDAY DISCOVERY POUCH 1,5.045,2.38,QAR,204,A,,3253581860175
001,020415585720,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49DISC2NO21:2021 HOLIDAY DISCOVERY POUCH 2,5.045,2.38,QAR,204,A,,3253581860182
001,020415585721,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49DISC3NO21:2021 HOLIDAY DISCOVERY POUCH 3,5.045,2.38,QAR,204,A,,3253581860199
001,020415585722,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52RIB1NO21:2021 HOLIDAY RIBBON 1,0,.01,QAR,204,A,,3253581859292
001,020415590634,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,80HOMBOX21:HOME COLLECTION BOX 2021,.0098,.02,QAR,204,A,,020425590634
001,020415590636,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,80HCDUOBOX21:HAND CARE DUO BOX 2021,.0098,.02,QAR,204,A,,020425590636
001,020415590637,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,80REDUOBOX21:REFILL BOX 2021,.0098,.02,QAR,204,A,,020425590637
001,020415590638,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,80ALMBOX321:ALMOND BOX DESIGN 3 2021,.0098,.02,QAR,204,A,,020425590638
001,020415590639,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,80LSESTICK21:SETS STICKERS 2021,.0098,.02,QAR,204,A,,020425590639
